ClaimNo,ClaimMadeBusiness,AccidentDate,ReportDate,Covariate,Line,Type,TotalLoss,ClaimLiability,Limit,Deductible,TotalPayment,ClaimStatus,PaymentDate,CloseDate
1699,FALSE,2003-12-27,2004-02-06,NA,GEN,LB,3466.348568,TRUE,1.00E+07,0,3466.348568,CLOSED,,2006-05-09
1700,FALSE,2003-12-22,2004-05-01,NA,GEN,LB,20988.15275,TRUE,1.00E+07,0,20988.15275,CLOSED,,2012-06-13
1701,FALSE,2003-12-29,2004-03-08,NA,GEN,LB,3281.080964,TRUE,1.00E+07,0,3281.080964,CLOSED,,2005-08-31
1702,FALSE,2003-12-24,2004-03-07,NA,GEN,LB,1379.986085,TRUE,1.00E+07,0,1379.986085,CLOSED,,2006-07-17
1703,FALSE,2003-12-09,2003-12-11,NA,GEN,LB,1998.146633,TRUE,1.00E+07,0,1998.146633,CLOSED,,2006-12-27
1704,FALSE,2003-12-28,2004-04-02,NA,GEN,LB,1194.865735,TRUE,1.00E+07,0,1194.865735,CLOSED,,2004-11-16
1705,FALSE,2003-12-08,2004-02-21,NA,GEN,LB,3802.105128,TRUE,1.00E+07,0,3802.105128,CLOSED,,2005-03-28
1706,FALSE,2003-12-13,2004-05-07,NA,GEN,LB,20635.90849,TRUE,1.00E+07,0,20635.90849,CLOSED,,2009-02-24
1707,FALSE,2003-12-20,2004-11-27,NA,GEN,LB,12915.26578,TRUE,1.00E+07,0,12915.26578,CLOSED,,2023-05-03
1708,FALSE,2003-12-09,2003-12-12,NA,GEN,LB,2769.883036,TRUE,1.00E+07,0,2769.883036,CLOSED,,2006-07-02
1709,FALSE,2003-12-20,2004-03-15,NA,GEN,LB,1318.99307,TRUE,1.00E+07,0,1318.99307,CLOSED,,2004-03-18
1710,FALSE,2003-12-26,2006-01-26,NA,GEN,LB,8251.399448,TRUE,1.00E+07,0,8251.399448,CLOSED,,2013-03-01
1711,FALSE,2003-12-15,2004-01-10,NA,GEN,LB,3505.531051,TRUE,1.00E+07,0,3505.531051,CLOSED,,2007-03-24
1712,FALSE,2003-12-18,2004-03-29,NA,GEN,LB,1986.847922,TRUE,1.00E+07,0,1986.847922,CLOSED,,2006-06-11
1713,FALSE,2003-12-20,2003-12-21,NA,GEN,LB,11278.01429,TRUE,1.00E+07,0,11278.01429,CLOSED,,2008-07-20
1714,FALSE,2003-12-05,2003-12-20,NA,GEN,LB,5940.469332,TRUE,1.00E+07,0,5940.469332,CLOSED,,2004-11-18
1715,FALSE,2003-12-18,2004-07-03,NA,GEN,LB,3554.881103,TRUE,1.00E+07,0,3554.881103,CLOSED,,2008-11-07
1716,FALSE,2003-12-08,2004-02-10,NA,GEN,LB,18762.97398,TRUE,1.00E+07,0,18762.97398,CLOSED,,2006-06-18
1717,FALSE,2003-12-29,2004-02-27,NA,GEN,LB,4070.003761,TRUE,1.00E+07,0,4070.003761,CLOSED,,2006-11-07
1718,FALSE,2003-12-26,2004-01-29,NA,GEN,LB,2972.123535,TRUE,1.00E+07,0,2972.123535,CLOSED,,2004-04-15
1719,FALSE,2003-12-28,2004-03-05,NA,GEN,LB,3068.803001,TRUE,1.00E+07,0,3068.803001,CLOSED,,2020-04-07
1720,FALSE,2003-12-10,2004-01-27,NA,GEN,LB,5551.584621,TRUE,1.00E+07,0,5551.584621,CLOSED,,2006-08-23
1721,FALSE,2003-12-23,2004-02-12,NA,GEN,LB,249.5009214,TRUE,1.00E+07,0,249.5009214,CLOSED,,2004-11-26
1722,FALSE,2003-12-21,2004-06-07,NA,GEN,LB,15346.67254,TRUE,1.00E+07,0,15346.67254,CLOSED,,2005-08-10
1723,FALSE,2003-12-01,2003-12-21,NA,GEN,LB,478.1740396,TRUE,1.00E+07,0,478.1740396,CLOSED,,2006-07-08
1724,FALSE,2003-12-05,2004-02-16,NA,GEN,LB,17066.5333,TRUE,1.00E+07,0,17066.5333,CLOSED,,2009-12-09
1725,FALSE,2003-12-09,2004-04-20,NA,GEN,LB,2597.071349,TRUE,1.00E+07,0,2597.071349,CLOSED,,2005-04-22
1726,FALSE,2003-12-14,2004-03-29,NA,GEN,LB,2982.765444,TRUE,1.00E+07,0,2982.765444,CLOSED,,2006-11-14
1727,FALSE,2003-12-21,2004-06-13,NA,GEN,LB,4883.558148,TRUE,1.00E+07,0,4883.558148,CLOSED,,2004-11-26
1728,FALSE,2003-12-29,2004-05-05,NA,GEN,LB,9462.684375,TRUE,1.00E+07,0,9462.684375,CLOSED,,2005-12-01
1729,FALSE,2003-12-11,2004-06-19,NA,GEN,LB,8460.659193,TRUE,1.00E+07,0,8460.659193,CLOSED,,2007-02-23
1730,FALSE,2003-12-15,2004-05-22,NA,GEN,LB,5063.667733,TRUE,1.00E+07,0,5063.667733,CLOSED,,2006-07-19
1731,FALSE,2003-12-07,2004-06-28,NA,GEN,LB,2103.481816,TRUE,1.00E+07,0,2103.481816,CLOSED,,2008-01-23
1732,FALSE,2003-12-02,2004-01-04,NA,GEN,LB,10382.61299,TRUE,1.00E+07,0,10382.61299,CLOSED,,2006-09-23
1733,FALSE,2003-12-22,2004-02-19,NA,GEN,LB,14610.31622,TRUE,1.00E+07,0,14610.31622,CLOSED,,2006-01-28
1734,FALSE,2003-12-17,2004-01-23,NA,GEN,LB,5177.508389,TRUE,1.00E+07,0,5177.508389,CLOSED,,2005-04-21
1735,FALSE,2003-12-30,2004-08-07,NA,GEN,LB,2974.91315,TRUE,1.00E+07,0,2974.91315,CLOSED,,2007-08-08
1736,FALSE,2003-12-24,2004-02-09,NA,GEN,LB,9141.4692,TRUE,1.00E+07,0,9141.4692,CLOSED,,2009-01-21
1737,FALSE,2003-12-30,2004-04-23,NA,GEN,LB,1653.901317,TRUE,1.00E+07,0,1653.901317,CLOSED,,2008-06-24
1738,FALSE,2003-12-28,2004-03-14,NA,GEN,LB,8977.479238,TRUE,1.00E+07,0,8977.479238,CLOSED,,2005-09-16
1739,FALSE,2003-12-22,2004-12-06,NA,GEN,LB,36770.16704,TRUE,1.00E+07,0,36770.16704,CLOSED,,2017-07-15
1740,FALSE,2004-01-27,2004-03-04,NA,GEN,LB,9083.093502,TRUE,1.00E+07,0,9083.093502,CLOSED,,2011-09-22
1741,FALSE,2004-01-19,2004-05-13,NA,GEN,LB,5707.354549,TRUE,1.00E+07,0,5707.354549,CLOSED,,2004-05-20
1742,FALSE,2004-01-04,2004-01-06,NA,GEN,LB,7434.925253,TRUE,1.00E+07,0,7434.925253,CLOSED,,2005-10-16
1743,FALSE,2004-01-08,2004-05-07,NA,GEN,LB,10843.6955,TRUE,1.00E+07,0,10843.6955,CLOSED,,2010-05-11
1744,FALSE,2004-01-10,2004-02-13,NA,GEN,LB,10515.20534,TRUE,1.00E+07,0,10515.20534,CLOSED,,2007-01-22
1745,FALSE,2004-01-04,2004-03-13,NA,GEN,LB,4860.027228,TRUE,1.00E+07,0,4860.027228,CLOSED,,2006-12-06
1746,FALSE,2004-01-30,2004-03-31,NA,GEN,LB,2284.09762,TRUE,1.00E+07,0,2284.09762,CLOSED,,2005-06-22
1747,FALSE,2004-01-14,2004-08-05,NA,GEN,LB,3138.462541,TRUE,1.00E+07,0,3138.462541,CLOSED,,2005-05-05
1748,FALSE,2004-01-20,2004-03-01,NA,GEN,LB,934.1396942,TRUE,1.00E+07,0,934.1396942,CLOSED,,2007-03-02
1749,FALSE,2004-01-26,2004-02-13,NA,GEN,LB,2127.453469,TRUE,1.00E+07,0,2127.453469,CLOSED,,2004-05-29
1750,FALSE,2004-01-12,2004-05-02,NA,GEN,LB,25398.18101,TRUE,1.00E+07,0,25398.18101,CLOSED,,2010-06-11
1751,FALSE,2004-01-01,2004-01-10,NA,GEN,LB,4471.793079,TRUE,1.00E+07,0,4471.793079,CLOSED,,2005-03-27
1752,FALSE,2004-01-23,2004-02-16,NA,GEN,LB,3058.470816,TRUE,1.00E+07,0,3058.470816,CLOSED,,2006-11-15
1753,FALSE,2004-01-23,2004-06-16,NA,GEN,LB,1616.998757,TRUE,1.00E+07,0,1616.998757,CLOSED,,2010-10-10
1754,FALSE,2004-01-19,2004-06-03,NA,GEN,LB,13050.66991,TRUE,1.00E+07,0,13050.66991,CLOSED,,2014-08-12
1755,FALSE,2004-01-14,2004-01-29,NA,GEN,LB,10092.78064,TRUE,1.00E+07,0,10092.78064,CLOSED,,2006-11-22
1756,FALSE,2004-01-08,2004-01-30,NA,GEN,LB,200.9476676,TRUE,1.00E+07,0,200.9476676,CLOSED,,2004-02-22
1757,FALSE,2004-01-22,2004-07-06,NA,GEN,LB,2520.934861,TRUE,1.00E+07,0,2520.934861,CLOSED,,2004-07-25
1758,FALSE,2004-01-20,2004-02-17,NA,GEN,LB,51519.22165,TRUE,1.00E+07,0,51519.22165,CLOSED,,2017-01-22
1759,FALSE,2004-01-04,2004-04-22,NA,GEN,LB,2122.489121,TRUE,1.00E+07,0,2122.489121,CLOSED,,2007-01-19
1760,FALSE,2004-01-22,2004-03-13,NA,GEN,LB,19461.65579,TRUE,1.00E+07,0,19461.65579,CLOSED,,2018-06-06
1761,FALSE,2004-01-03,2004-03-08,NA,GEN,LB,1159.720618,TRUE,1.00E+07,0,1159.720618,CLOSED,,2004-10-18
1762,FALSE,2004-01-08,2004-07-21,NA,GEN,LB,12772.96269,TRUE,1.00E+07,0,12772.96269,CLOSED,,2006-06-04
1763,FALSE,2004-01-17,2004-03-15,NA,GEN,LB,17671.5235,TRUE,1.00E+07,0,17671.5235,CLOSED,,2006-06-24
1764,FALSE,2004-01-14,2004-04-02,NA,GEN,LB,5908.871602,TRUE,1.00E+07,0,5908.871602,CLOSED,,2012-04-17
1765,FALSE,2004-01-06,2004-02-07,NA,GEN,LB,4826.672611,TRUE,1.00E+07,0,4826.672611,CLOSED,,2007-01-07
1766,FALSE,2004-01-22,2004-05-08,NA,GEN,LB,12644.05691,TRUE,1.00E+07,0,12644.05691,CLOSED,,2010-11-21
1767,FALSE,2004-01-25,2004-05-30,NA,GEN,LB,2344.841023,TRUE,1.00E+07,0,2344.841023,CLOSED,,2005-03-21
1768,FALSE,2004-01-21,2004-09-03,NA,GEN,LB,6069.256005,TRUE,1.00E+07,0,6069.256005,CLOSED,,2005-09-25
1769,FALSE,2004-01-09,2004-02-04,NA,GEN,LB,11232.71425,TRUE,1.00E+07,0,11232.71425,CLOSED,,2008-08-19
1770,FALSE,2004-01-06,2004-01-31,NA,GEN,LB,11548.49742,TRUE,1.00E+07,0,11548.49742,CLOSED,,2010-05-01
1771,FALSE,2004-01-30,2004-02-14,NA,GEN,LB,4386.652709,TRUE,1.00E+07,0,4386.652709,CLOSED,,2006-11-25
1772,FALSE,2004-01-07,2004-04-14,NA,GEN,LB,4800.601475,TRUE,1.00E+07,0,4800.601475,CLOSED,,2006-01-29
1773,FALSE,2004-01-01,2004-03-14,NA,GEN,LB,5505.926645,TRUE,1.00E+07,0,5505.926645,CLOSED,,2005-10-06
1774,FALSE,2004-01-14,2004-07-25,NA,GEN,LB,5529.807736,TRUE,1.00E+07,0,5529.807736,CLOSED,,2006-07-23
1775,FALSE,2004-01-03,2004-09-25,NA,GEN,LB,11941.2725,TRUE,1.00E+07,0,11941.2725,CLOSED,,2016-06-23
1776,FALSE,2004-01-13,2004-03-03,NA,GEN,LB,8938.019651,TRUE,1.00E+07,0,8938.019651,CLOSED,,2008-04-23
1777,FALSE,2004-01-26,2004-06-05,NA,GEN,LB,10311.92836,TRUE,1.00E+07,0,10311.92836,CLOSED,,2012-04-15
1778,FALSE,2004-01-25,2004-02-23,NA,GEN,LB,10797.29614,TRUE,1.00E+07,0,10797.29614,CLOSED,,2011-01-09
1779,FALSE,2004-01-08,2004-08-04,NA,GEN,LB,3912.048359,TRUE,1.00E+07,0,3912.048359,CLOSED,,2009-06-02
1780,FALSE,2004-01-21,2004-04-16,NA,GEN,LB,15391.19871,TRUE,1.00E+07,0,15391.19871,CLOSED,,2004-08-04
1781,FALSE,2004-01-01,2004-02-17,NA,GEN,LB,1905.870374,TRUE,1.00E+07,0,1905.870374,CLOSED,,2011-08-15
1782,FALSE,2004-01-18,2004-04-01,NA,GEN,LB,1679.833895,TRUE,1.00E+07,0,1679.833895,CLOSED,,2004-08-25
1783,FALSE,2004-01-10,2004-01-29,NA,GEN,LB,2798.122515,TRUE,1.00E+07,0,2798.122515,CLOSED,,2004-09-30
1784,FALSE,2004-01-12,2004-02-15,NA,GEN,LB,1831.311217,TRUE,1.00E+07,0,1831.311217,CLOSED,,2008-01-31
1785,FALSE,2004-01-25,2004-02-13,NA,GEN,LB,33286.49599,TRUE,1.00E+07,0,33286.49599,CLOSED,,2019-09-22
1786,FALSE,2004-01-26,2004-07-05,NA,GEN,LB,456.8012293,TRUE,1.00E+07,0,456.8012293,CLOSED,,2009-10-09
1787,FALSE,2004-01-14,2004-01-30,NA,GEN,LB,3168.103588,TRUE,1.00E+07,0,3168.103588,CLOSED,,2006-07-03
1788,FALSE,2004-01-13,2004-10-02,NA,GEN,LB,5314.138799,TRUE,1.00E+07,0,5314.138799,CLOSED,,2005-01-22
1789,FALSE,2004-01-22,2004-01-26,NA,GEN,LB,5860.219131,TRUE,1.00E+07,0,5860.219131,CLOSED,,2005-03-19
1790,FALSE,2004-01-27,2004-07-21,NA,GEN,LB,1645.849822,TRUE,1.00E+07,0,1645.849822,CLOSED,,2008-09-04
1791,FALSE,2004-01-13,2004-01-31,NA,GEN,LB,5549.82497,TRUE,1.00E+07,0,5549.82497,CLOSED,,2006-02-07
1792,FALSE,2004-01-02,2004-04-20,NA,GEN,LB,19537.07624,TRUE,1.00E+07,0,19537.07624,CLOSED,,2020-03-20
1793,FALSE,2004-01-26,2004-04-26,NA,GEN,LB,8687.786322,TRUE,1.00E+07,0,8687.786322,CLOSED,,2009-05-10
1794,FALSE,2004-01-23,2004-01-24,NA,GEN,LB,26747.18824,TRUE,1.00E+07,0,26747.18824,CLOSED,,2009-12-04
1795,FALSE,2004-01-13,2004-03-12,NA,GEN,LB,330.2695241,TRUE,1.00E+07,0,330.2695241,CLOSED,,2004-10-04
1796,FALSE,2004-01-12,2004-06-30,NA,GEN,LB,1320.443262,TRUE,1.00E+07,0,1320.443262,CLOSED,,2010-01-13
1797,FALSE,2004-01-03,2004-04-06,NA,GEN,LB,2933.899464,TRUE,1.00E+07,0,2933.899464,CLOSED,,2006-01-10
1798,FALSE,2004-01-20,2004-07-03,NA,GEN,LB,1418.223782,TRUE,1.00E+07,0,1418.223782,CLOSED,,2004-10-21
1799,FALSE,2004-01-29,2004-11-02,NA,GEN,LB,10736.548,TRUE,1.00E+07,0,10736.548,CLOSED,,2014-04-03
1800,FALSE,2004-01-14,2004-03-05,NA,GEN,LB,3065.408002,TRUE,1.00E+07,0,3065.408002,CLOSED,,2004-04-16
1801,FALSE,2004-02-24,2004-04-04,NA,GEN,LB,9419.886087,TRUE,1.00E+07,0,9419.886087,CLOSED,,2012-04-04
1802,FALSE,2004-02-02,2004-06-14,NA,GEN,LB,3705.584645,TRUE,1.00E+07,0,3705.584645,CLOSED,,2007-01-26
1803,FALSE,2004-02-01,2004-04-15,NA,GEN,LB,77871.41062,TRUE,1.00E+07,0,77871.41062,CLOSED,,2026-09-19
1804,FALSE,2004-02-06,2004-03-12,NA,GEN,LB,7821.968518,TRUE,1.00E+07,0,7821.968518,CLOSED,,2009-10-29
1805,FALSE,2004-02-26,2004-07-04,NA,GEN,LB,2565.501975,TRUE,1.00E+07,0,2565.501975,CLOSED,,2006-03-30
1806,FALSE,2004-02-25,2005-06-25,NA,GEN,LB,6132.16381,TRUE,1.00E+07,0,6132.16381,CLOSED,,2016-08-29
1807,FALSE,2004-02-21,2004-09-13,NA,GEN,LB,4457.452881,TRUE,1.00E+07,0,4457.452881,CLOSED,,2006-08-16
1808,FALSE,2004-02-04,2004-04-24,NA,GEN,LB,187.869679,TRUE,1.00E+07,0,187.869679,CLOSED,,2011-04-15
1809,FALSE,2004-02-20,2004-11-02,NA,GEN,LB,11613.74251,TRUE,1.00E+07,0,11613.74251,CLOSED,,2016-09-15
1810,FALSE,2004-02-26,2004-04-06,NA,GEN,LB,11958.43627,TRUE,1.00E+07,0,11958.43627,CLOSED,,2005-08-12
1811,FALSE,2004-02-19,2004-07-23,NA,GEN,LB,43294.76487,TRUE,1.00E+07,0,43294.76487,CLOSED,,2022-09-03
1812,FALSE,2004-02-06,2004-03-23,NA,GEN,LB,12050.61639,TRUE,1.00E+07,0,12050.61639,CLOSED,,2007-06-16
1813,FALSE,2004-02-22,2004-03-20,NA,GEN,LB,3000.606056,TRUE,1.00E+07,0,3000.606056,CLOSED,,2006-11-13
1814,FALSE,2004-02-02,2004-05-26,NA,GEN,LB,1895.366029,TRUE,1.00E+07,0,1895.366029,CLOSED,,2008-11-26
1815,FALSE,2004-02-18,2004-06-24,NA,GEN,LB,7003.204043,TRUE,1.00E+07,0,7003.204043,CLOSED,,2005-06-01
1816,FALSE,2004-02-27,2004-03-22,NA,GEN,LB,6879.853511,TRUE,1.00E+07,0,6879.853511,CLOSED,,2007-01-10
1817,FALSE,2004-02-14,2004-03-26,NA,GEN,LB,4463.80822,TRUE,1.00E+07,0,4463.80822,CLOSED,,2008-01-07
1818,FALSE,2004-02-01,2004-06-20,NA,GEN,LB,2405.945795,TRUE,1.00E+07,0,2405.945795,CLOSED,,2011-05-12
1819,FALSE,2004-02-17,2004-06-17,NA,GEN,LB,3349.597478,TRUE,1.00E+07,0,3349.597478,CLOSED,,2007-03-03
1820,FALSE,2004-02-14,2004-08-20,NA,GEN,LB,5832.717496,TRUE,1.00E+07,0,5832.717496,CLOSED,,2007-02-28
1821,FALSE,2004-02-23,2004-03-20,NA,GEN,LB,8000.698723,TRUE,1.00E+07,0,8000.698723,CLOSED,,2007-01-04
1822,FALSE,2004-02-04,2004-02-19,NA,GEN,LB,26255.09678,TRUE,1.00E+07,0,26255.09678,CLOSED,,2005-07-14
1823,FALSE,2004-02-15,2004-02-27,NA,GEN,LB,17858.25017,TRUE,1.00E+07,0,17858.25017,CLOSED,,2009-02-15
1824,FALSE,2004-02-03,2004-10-03,NA,GEN,LB,2754.217317,TRUE,1.00E+07,0,2754.217317,CLOSED,,2005-09-09
1825,FALSE,2004-02-10,2004-05-20,NA,GEN,LB,2259.231303,TRUE,1.00E+07,0,2259.231303,CLOSED,,2009-09-02
1826,FALSE,2004-02-15,2004-02-25,NA,GEN,LB,11442.06341,TRUE,1.00E+07,0,11442.06341,CLOSED,,2005-09-25
1827,FALSE,2004-02-14,2004-07-23,NA,GEN,LB,2653.564949,TRUE,1.00E+07,0,2653.564949,CLOSED,,2015-10-08
1828,FALSE,2004-02-27,2004-07-30,NA,GEN,LB,5679.247111,TRUE,1.00E+07,0,5679.247111,CLOSED,,2007-10-07
1829,FALSE,2004-02-11,2004-07-16,NA,GEN,LB,13491.72674,TRUE,1.00E+07,0,13491.72674,CLOSED,,2010-01-06
1830,FALSE,2004-02-11,2004-03-28,NA,GEN,LB,11871.30127,TRUE,1.00E+07,0,11871.30127,CLOSED,,2005-06-10
1831,FALSE,2004-02-25,2004-03-17,NA,GEN,LB,2279.430441,TRUE,1.00E+07,0,2279.430441,CLOSED,,2008-03-05
1832,FALSE,2004-02-19,2004-04-29,NA,GEN,LB,13740.8658,TRUE,1.00E+07,0,13740.8658,CLOSED,,2019-08-17
1833,FALSE,2004-02-28,2004-07-14,NA,GEN,LB,18844.57109,TRUE,1.00E+07,0,18844.57109,CLOSED,,2016-10-26
1834,FALSE,2004-02-14,2004-02-16,NA,GEN,LB,8263.493788,TRUE,1.00E+07,0,8263.493788,CLOSED,,2014-01-08
1835,FALSE,2004-02-20,2004-04-28,NA,GEN,LB,5321.219546,TRUE,1.00E+07,0,5321.219546,CLOSED,,2008-04-15
1836,FALSE,2004-02-26,2004-06-10,NA,GEN,LB,17572.69087,TRUE,1.00E+07,0,17572.69087,CLOSED,,2021-08-01
1837,FALSE,2004-02-09,2004-03-25,NA,GEN,LB,6352.404803,TRUE,1.00E+07,0,6352.404803,CLOSED,,2009-12-10
1838,FALSE,2004-02-26,2004-06-06,NA,GEN,LB,7332.714209,TRUE,1.00E+07,0,7332.714209,CLOSED,,2006-08-08
1839,FALSE,2004-02-06,2004-04-16,NA,GEN,LB,1983.883369,TRUE,1.00E+07,0,1983.883369,CLOSED,,2006-11-02
1840,FALSE,2004-02-11,2004-02-12,NA,GEN,LB,1952.935924,TRUE,1.00E+07,0,1952.935924,CLOSED,,2004-04-28
1841,FALSE,2004-02-22,2004-03-10,NA,GEN,LB,298.3488181,TRUE,1.00E+07,0,298.3488181,CLOSED,,2009-02-09
1842,FALSE,2004-02-12,2004-03-19,NA,GEN,LB,3553.155179,TRUE,1.00E+07,0,3553.155179,CLOSED,,2005-09-07
1843,FALSE,2004-02-18,2004-03-25,NA,GEN,LB,26115.81798,TRUE,1.00E+07,0,26115.81798,CLOSED,,2013-08-11
1844,FALSE,2004-02-16,2004-05-11,NA,GEN,LB,12072.10084,TRUE,1.00E+07,0,12072.10084,CLOSED,,2008-11-30
1845,FALSE,2004-02-02,2004-04-24,NA,GEN,LB,8158.473883,TRUE,1.00E+07,0,8158.473883,CLOSED,,2007-08-04
1846,FALSE,2004-02-04,2004-03-30,NA,GEN,LB,13226.59394,TRUE,1.00E+07,0,13226.59394,CLOSED,,2009-08-20
1847,FALSE,2004-02-10,2004-07-24,NA,GEN,LB,5194.677785,TRUE,1.00E+07,0,5194.677785,CLOSED,,2005-08-20
1848,FALSE,2004-02-21,2004-03-15,NA,GEN,LB,3172.482083,TRUE,1.00E+07,0,3172.482083,CLOSED,,2004-06-14
1849,FALSE,2004-02-19,2004-08-13,NA,GEN,LB,1051.995269,TRUE,1.00E+07,0,1051.995269,CLOSED,,2006-04-19
1850,FALSE,2004-02-28,2004-05-19,NA,GEN,LB,9425.493778,TRUE,1.00E+07,0,9425.493778,CLOSED,,2014-01-13
1851,FALSE,2004-03-09,2004-04-07,NA,GEN,LB,3183.400622,TRUE,1.00E+07,0,3183.400622,CLOSED,,2004-05-20
1852,FALSE,2004-03-14,2004-04-03,NA,GEN,LB,16814.6698,TRUE,1.00E+07,0,16814.6698,CLOSED,,2010-09-16
1853,FALSE,2004-03-18,2004-03-22,NA,GEN,LB,802.0444743,TRUE,1.00E+07,0,802.0444743,CLOSED,,2006-04-19
1854,FALSE,2004-03-13,2004-10-31,NA,GEN,LB,12639.37197,TRUE,1.00E+07,0,12639.37197,CLOSED,,2008-07-28
1855,FALSE,2004-03-22,2004-04-09,NA,GEN,LB,8492.24212,TRUE,1.00E+07,0,8492.24212,CLOSED,,2008-01-27
1856,FALSE,2004-03-30,2004-06-27,NA,GEN,LB,2622.963376,TRUE,1.00E+07,0,2622.963376,CLOSED,,2020-08-05
1857,FALSE,2004-03-07,2004-11-14,NA,GEN,LB,14849.53618,TRUE,1.00E+07,0,14849.53618,CLOSED,,2016-05-02
1858,FALSE,2004-03-09,2004-04-07,NA,GEN,LB,4757.652137,TRUE,1.00E+07,0,4757.652137,CLOSED,,2009-05-04
1859,FALSE,2004-03-17,2004-06-01,NA,GEN,LB,3969.937006,TRUE,1.00E+07,0,3969.937006,CLOSED,,2006-01-30
1860,FALSE,2004-03-18,2004-05-21,NA,GEN,LB,7755.870507,TRUE,1.00E+07,0,7755.870507,CLOSED,,2004-08-10
1861,FALSE,2004-03-27,2004-04-14,NA,GEN,LB,2122.631679,TRUE,1.00E+07,0,2122.631679,CLOSED,,2011-02-21
1862,FALSE,2004-03-10,2004-07-09,NA,GEN,LB,13714.7128,TRUE,1.00E+07,0,13714.7128,CLOSED,,2005-02-28
1863,FALSE,2004-03-15,2004-05-04,NA,GEN,LB,4302.119545,TRUE,1.00E+07,0,4302.119545,CLOSED,,2005-09-07
1864,FALSE,2004-03-27,2004-09-06,NA,GEN,LB,18502.04546,TRUE,1.00E+07,0,18502.04546,CLOSED,,2021-12-19
1865,FALSE,2004-03-17,2004-09-04,NA,GEN,LB,13778.263,TRUE,1.00E+07,0,13778.263,CLOSED,,2007-10-06
1866,FALSE,2004-03-10,2004-03-17,NA,GEN,LB,4400.606552,TRUE,1.00E+07,0,4400.606552,CLOSED,,2005-01-01
1867,FALSE,2004-03-26,2004-04-10,NA,GEN,LB,14384.24033,TRUE,1.00E+07,0,14384.24033,CLOSED,,2018-02-01
1868,FALSE,2004-03-30,2004-06-24,NA,GEN,LB,7733.945883,TRUE,1.00E+07,0,7733.945883,CLOSED,,2006-02-09
1869,FALSE,2004-03-20,2004-07-23,NA,GEN,LB,13753.294,TRUE,1.00E+07,0,13753.294,CLOSED,,2007-12-27
1870,FALSE,2004-03-14,2004-04-11,NA,GEN,LB,8409.763894,TRUE,1.00E+07,0,8409.763894,CLOSED,,2010-05-17
1871,FALSE,2004-03-23,2004-08-17,NA,GEN,LB,3932.286293,TRUE,1.00E+07,0,3932.286293,CLOSED,,2005-10-20
1872,FALSE,2004-03-20,2004-07-13,NA,GEN,LB,4510.075057,TRUE,1.00E+07,0,4510.075057,CLOSED,,2007-02-03
1873,FALSE,2004-03-26,2004-10-20,NA,GEN,LB,7013.577402,TRUE,1.00E+07,0,7013.577402,CLOSED,,2015-10-04
1874,FALSE,2004-03-17,2004-05-03,NA,GEN,LB,1450.936618,TRUE,1.00E+07,0,1450.936618,CLOSED,,2009-08-28
1875,FALSE,2004-03-22,2004-04-22,NA,GEN,LB,5955.406503,TRUE,1.00E+07,0,5955.406503,CLOSED,,2005-02-23
1876,FALSE,2004-03-20,2004-09-13,NA,GEN,LB,1188.765167,TRUE,1.00E+07,0,1188.765167,CLOSED,,2006-08-29
1877,FALSE,2004-03-13,2004-04-28,NA,GEN,LB,4963.607892,TRUE,1.00E+07,0,4963.607892,CLOSED,,2008-07-29
1878,FALSE,2004-03-13,2005-05-02,NA,GEN,LB,12204.6372,TRUE,1.00E+07,0,12204.6372,CLOSED,,2008-11-15
1879,FALSE,2004-03-14,2004-10-12,NA,GEN,LB,1508.524955,TRUE,1.00E+07,0,1508.524955,CLOSED,,2006-02-19
1880,FALSE,2004-03-10,2004-11-27,NA,GEN,LB,4464.417506,TRUE,1.00E+07,0,4464.417506,CLOSED,,2005-12-28
1881,FALSE,2004-03-23,2004-09-06,NA,GEN,LB,12771.1092,TRUE,1.00E+07,0,12771.1092,CLOSED,,2007-09-26
1882,FALSE,2004-03-22,2004-04-19,NA,GEN,LB,1975.122568,TRUE,1.00E+07,0,1975.122568,CLOSED,,2006-04-10
1883,FALSE,2004-03-16,2004-05-19,NA,GEN,LB,6080.89893,TRUE,1.00E+07,0,6080.89893,CLOSED,,2004-08-21
1884,FALSE,2004-03-21,2004-08-18,NA,GEN,LB,29148.08341,TRUE,1.00E+07,0,29148.08341,CLOSED,,2012-12-09
1885,FALSE,2004-03-18,2004-05-14,NA,GEN,LB,9292.883612,TRUE,1.00E+07,0,9292.883612,CLOSED,,2011-01-05
1886,FALSE,2004-03-19,2004-08-08,NA,GEN,LB,17735.82256,TRUE,1.00E+07,0,17735.82256,CLOSED,,2013-11-26
1887,FALSE,2004-03-25,2004-09-09,NA,GEN,LB,11374.26191,TRUE,1.00E+07,0,11374.26191,CLOSED,,2011-10-05
1888,FALSE,2004-03-12,2004-04-07,NA,GEN,LB,23189.97857,TRUE,1.00E+07,0,23189.97857,CLOSED,,2006-08-31
1889,FALSE,2004-03-19,2004-05-23,NA,GEN,LB,8319.120012,TRUE,1.00E+07,0,8319.120012,CLOSED,,2009-12-14
1890,FALSE,2004-03-15,2004-04-11,NA,GEN,LB,18948.29333,TRUE,1.00E+07,0,18948.29333,CLOSED,,2011-07-11
1891,FALSE,2004-03-14,2004-03-23,NA,GEN,LB,2033.914187,TRUE,1.00E+07,0,2033.914187,CLOSED,,2006-11-02
