SimulationNo,OccurrenceNo,ClaimNo,ClaimMadeBusiness,Converted,AccidentDate,ReportDate,Covariate,Line,Type,TotalLoss,ClaimLiability,Limit,Deductible,TotalPayment,PaymentDate,CloseDate
1, 3072, 3072,FALSE,NA,2003-07-04,2003-07-19,NA,Line 1,Type 1,5607.43904998196,TRUE,1e+07,0,5607.43904998196,2008-10-30,2008-10-30
1, 3073, 3073,FALSE,NA,2003-07-11,2003-07-24,NA,Line 1,Type 1,4038.78323997072,TRUE,1e+07,0,4038.78323997072,2004-07-06,2004-07-06
1, 3074, 3074,FALSE,NA,2003-07-25,2003-10-12,NA,Line 1,Type 1,5306.01643671282,TRUE,1e+07,0,5306.01643671282,2006-08-09,2006-08-09
1, 3075, 3075,FALSE,NA,2003-07-11,2003-07-26,NA,Line 1,Type 1,4018.32308104576,TRUE,1e+07,0,4018.32308104576,2004-01-23,2004-01-23
1, 3076, 3076,FALSE,NA,2003-07-26,2003-09-20,NA,Line 1,Type 1,3650.4449597918,TRUE,1e+07,0,3650.4449597918,2006-11-11,2006-11-11
1, 3077, 3077,FALSE,NA,2003-07-05,2005-07-14,NA,Line 1,Type 1,6299.72673587137,TRUE,1e+07,0,6299.72673587137,2010-11-06,2010-11-06
1, 3078, 3078,FALSE,NA,2003-07-14,2003-10-06,NA,Line 1,Type 1,3602.31319688817,TRUE,1e+07,0,3602.31319688817,2004-05-20,2004-05-20
1, 3079, 3079,FALSE,NA,2003-07-18,2003-11-04,NA,Line 1,Type 1,4119.84135168067,TRUE,1e+07,0,4119.84135168067,2006-03-18,2006-03-18
1, 3080, 3080,FALSE,NA,2003-07-08,2003-08-02,NA,Line 1,Type 1,4884.23827335774,TRUE,1e+07,0,4884.23827335774,2006-01-28,2006-01-28
1, 3081, 3081,FALSE,NA,2003-07-17,2003-08-27,NA,Line 1,Type 1,5213.46319756921,TRUE,1e+07,0,5213.46319756921,2007-05-25,2007-05-25
1, 3082, 3082,FALSE,NA,2003-07-13,2003-10-28,NA,Line 1,Type 1,7117.50178488881,TRUE,1e+07,0,7117.50178488881,2004-08-27,2004-08-27
1, 3083, 3083,FALSE,NA,2003-07-06,2003-08-26,NA,Line 1,Type 1,5595.7557130164,TRUE,1e+07,0,5595.7557130164,2008-02-19,2008-02-19
1, 3084, 3084,FALSE,NA,2003-07-08,2004-06-24,NA,Line 1,Type 1,5844.10628675379,TRUE,1e+07,0,5844.10628675379,2009-10-01,2009-10-01
1, 3085, 3085,FALSE,NA,2003-07-21,2004-08-29,NA,Line 1,Type 1,5254.01490805925,TRUE,1e+07,0,5254.01490805925,2009-04-22,2009-04-22
1, 3086, 3086,FALSE,NA,2003-07-22,2004-10-19,NA,Line 1,Type 1,5598.19029568897,TRUE,1e+07,0,5598.19029568897,2008-10-31,2008-10-31
1, 3087, 3087,FALSE,NA,2003-07-25,2003-11-19,NA,Line 1,Type 1,4926.65924586712,TRUE,1e+07,0,4926.65924586712,2005-06-26,2005-06-26
1, 3088, 3088,FALSE,NA,2003-07-23,2005-05-27,NA,Line 1,Type 1,5002.03488958075,TRUE,1e+07,0,5002.03488958075,2008-10-11,2008-10-11
1, 3089, 3089,FALSE,NA,2003-07-29,2003-11-10,NA,Line 1,Type 1,4403.06035438469,TRUE,1e+07,0,4403.06035438469,2013-06-22,2013-06-22
1, 3090, 3090,FALSE,NA,2003-07-22,2003-07-27,NA,Line 1,Type 1,5975.47363348679,TRUE,1e+07,0,5975.47363348679,2009-11-01,2009-11-01
1, 3091, 3091,FALSE,NA,2003-07-08,2003-11-13,NA,Line 1,Type 1,5615.11941019265,TRUE,1e+07,0,5615.11941019265,2004-02-19,2004-02-19
1, 3092, 3092,FALSE,NA,2003-07-12,2004-04-01,NA,Line 1,Type 1,4051.64794352878,TRUE,1e+07,0,4051.64794352878,2018-04-30,2018-04-30
1, 3093, 3093,FALSE,NA,2003-07-11,2003-11-24,NA,Line 1,Type 1,6359.28007190437,TRUE,1e+07,0,6359.28007190437,2006-07-01,2006-07-01
1, 3094, 3094,FALSE,NA,2003-07-16,2004-01-08,NA,Line 1,Type 1,8465.92981783028,TRUE,1e+07,0,8465.92981783028,2007-04-22,2007-04-22
1, 3095, 3095,FALSE,NA,2003-07-29,2004-01-13,NA,Line 1,Type 1,5043.91594221597,TRUE,1e+07,0,5043.91594221597,2019-11-29,2019-11-29
1, 3096, 3096,FALSE,NA,2003-07-12,2003-11-29,NA,Line 1,Type 1,4289.94826051869,TRUE,1e+07,0,4289.94826051869,2006-06-15,2006-06-15
1, 3097, 3097,FALSE,NA,2003-07-01,2004-04-10,NA,Line 1,Type 1,4423.50572191058,TRUE,1e+07,0,4423.50572191058,2025-01-31,2025-01-31
1, 3098, 3098,FALSE,NA,2003-07-13,2005-01-11,NA,Line 1,Type 1,4250.576717767,TRUE,1e+07,0,4250.576717767,2006-07-12,2006-07-12
1, 3099, 3099,FALSE,NA,2003-07-12,2004-07-08,NA,Line 1,Type 1,4731.01085079708,TRUE,1e+07,0,4731.01085079708,2006-08-29,2006-08-29
1, 3100, 3100,FALSE,NA,2003-07-27,2004-03-15,NA,Line 1,Type 1,4736.84355247,TRUE,1e+07,0,4736.84355247,2009-01-01,2009-01-01
1, 3101, 3101,FALSE,NA,2003-07-12,2004-02-14,NA,Line 1,Type 1,4017.33299866566,TRUE,1e+07,0,4017.33299866566,2007-03-27,2007-03-27
1, 3102, 3102,FALSE,NA,2003-07-25,2003-10-14,NA,Line 1,Type 1,3638.86151318866,TRUE,1e+07,0,3638.86151318866,2003-11-02,2003-11-02
1, 3103, 3103,FALSE,NA,2003-07-30,2004-09-18,NA,Line 1,Type 1,3921.58432281038,TRUE,1e+07,0,3921.58432281038,2005-04-26,2005-04-26
1, 3104, 3104,FALSE,NA,2003-07-05,2003-08-25,NA,Line 1,Type 1,4102.22332632292,TRUE,1e+07,0,4102.22332632292,2004-05-04,2004-05-04
1, 3105, 3105,FALSE,NA,2003-07-16,2004-02-24,NA,Line 1,Type 1,6802.19047195664,TRUE,1e+07,0,6802.19047195664,2009-03-22,2009-03-22
1, 3106, 3106,FALSE,NA,2003-07-17,2004-08-13,NA,Line 1,Type 1,6042.71663728964,TRUE,1e+07,0,6042.71663728964,2007-11-10,2007-11-10
1, 3107, 3107,FALSE,NA,2003-07-28,2003-12-14,NA,Line 1,Type 1,6764.52490860001,TRUE,1e+07,0,6764.52490860001,2004-07-29,2004-07-29
1, 3108, 3108,FALSE,NA,2003-07-05,2004-02-24,NA,Line 1,Type 1,4605.48769353554,TRUE,1e+07,0,4605.48769353554,2005-04-19,2005-04-19
1, 3109, 3109,FALSE,NA,2003-07-04,2003-08-22,NA,Line 1,Type 1,4944.15970522344,TRUE,1e+07,0,4944.15970522344,2007-08-07,2007-08-07
1, 3110, 3110,FALSE,NA,2003-07-14,2003-07-15,NA,Line 1,Type 1,3903.53164718803,TRUE,1e+07,0,3903.53164718803,2005-01-26,2005-01-26
1, 3111, 3111,FALSE,NA,2003-07-27,2004-07-04,NA,Line 1,Type 1,6774.71538468773,TRUE,1e+07,0,6774.71538468773,2004-10-04,2004-10-04
1, 3112, 3112,FALSE,NA,2003-07-27,2004-04-13,NA,Line 1,Type 1,3486.3896683819,TRUE,1e+07,0,3486.3896683819,2006-03-10,2006-03-10
1, 3113, 3113,FALSE,NA,2003-07-17,2004-08-07,NA,Line 1,Type 1,4152.08303391082,TRUE,1e+07,0,4152.08303391082,2009-02-07,2009-02-07
1, 3114, 3114,FALSE,NA,2003-07-07,2003-09-03,NA,Line 1,Type 1,4526.10217051279,TRUE,1e+07,0,4526.10217051279,2004-03-08,2004-03-08
1, 3115, 3115,FALSE,NA,2003-07-13,2003-08-25,NA,Line 1,Type 1,4715.92580952554,TRUE,1e+07,0,4715.92580952554,2004-10-12,2004-10-12
1, 3116, 3116,FALSE,NA,2003-07-20,2003-12-19,NA,Line 1,Type 1,5717.21749342706,TRUE,1e+07,0,5717.21749342706,2004-04-09,2004-04-09
1, 3117, 3117,FALSE,NA,2003-07-17,2003-09-13,NA,Line 1,Type 1,3821.23250031233,TRUE,1e+07,0,3821.23250031233,2006-06-20,2006-06-20
1, 3118, 3118,FALSE,NA,2003-07-24,2003-11-11,NA,Line 1,Type 1,5872.83363283939,TRUE,1e+07,0,5872.83363283939,2008-07-03,2008-07-03
1, 3119, 3119,FALSE,NA,2003-07-02,2003-08-31,NA,Line 1,Type 1,6759.63633129603,TRUE,1e+07,0,6759.63633129603,2003-10-29,2003-10-29
1, 3120, 3120,FALSE,NA,2003-07-24,2004-04-07,NA,Line 1,Type 1,4451.05904649457,TRUE,1e+07,0,4451.05904649457,2006-11-19,2006-11-19
1, 3121, 3121,FALSE,NA,2003-07-19,2003-11-19,NA,Line 1,Type 1,4514.08684428614,TRUE,1e+07,0,4514.08684428614,2007-02-14,2007-02-14
1, 3122, 3122,FALSE,NA,2003-07-29,2004-08-04,NA,Line 1,Type 1,4808.90572479323,TRUE,1e+07,0,4808.90572479323,2005-06-03,2005-06-03
1, 3123, 3123,FALSE,NA,2003-07-10,2006-05-05,NA,Line 1,Type 1,4650.94561337382,TRUE,1e+07,0,4650.94561337382,2009-09-18,2009-09-18
1, 3124, 3124,FALSE,NA,2003-07-04,2003-10-26,NA,Line 1,Type 1,4751.86792520234,TRUE,1e+07,0,4751.86792520234,2008-07-07,2008-07-07
1, 3125, 3125,FALSE,NA,2003-07-30,2004-01-05,NA,Line 1,Type 1,4760.11820764438,TRUE,1e+07,0,4760.11820764438,2006-01-05,2006-01-05
1, 3126, 3126,FALSE,NA,2003-07-26,2005-12-06,NA,Line 1,Type 1,5458.1979020427,TRUE,1e+07,0,5458.1979020427,2006-01-15,2006-01-15
1, 3127, 3127,FALSE,NA,2003-07-20,2003-11-23,NA,Line 1,Type 1,5126.55620069567,TRUE,1e+07,0,5126.55620069567,2010-11-09,2010-11-09
1, 3128, 3128,FALSE,NA,2003-07-08,2004-02-01,NA,Line 1,Type 1,4384.10170071129,TRUE,1e+07,0,4384.10170071129,2004-06-29,2004-06-29
1, 3129, 3129,FALSE,NA,2003-07-23,2004-02-28,NA,Line 1,Type 1,3954.44508142674,TRUE,1e+07,0,3954.44508142674,2006-07-21,2006-07-21
1, 3130, 3130,FALSE,NA,2003-07-08,2004-03-30,NA,Line 1,Type 1,6936.93446663523,TRUE,1e+07,0,6936.93446663523,2004-05-21,2004-05-21
1, 3131, 3131,FALSE,NA,2003-07-22,2003-12-15,NA,Line 1,Type 1,3807.21778845357,TRUE,1e+07,0,3807.21778845357,2004-12-22,2004-12-22
1, 3132, 3132,FALSE,NA,2003-07-26,2004-09-05,NA,Line 1,Type 1,5012.06964860358,TRUE,1e+07,0,5012.06964860358,2008-01-04,2008-01-04
1, 3133, 3133,FALSE,NA,2003-07-13,2003-12-10,NA,Line 1,Type 1,7791.56088432694,TRUE,1e+07,0,7791.56088432694,2004-12-12,2004-12-12
1, 3134, 3134,FALSE,NA,2003-08-10,2003-09-25,NA,Line 1,Type 1,5932.26525667322,TRUE,1e+07,0,5932.26525667322,2010-12-26,2010-12-26
1, 3135, 3135,FALSE,NA,2003-08-05,2003-10-25,NA,Line 1,Type 1,7470.27173985222,TRUE,1e+07,0,7470.27173985222,2004-09-05,2004-09-05
1, 3136, 3136,FALSE,NA,2003-08-11,2003-10-11,NA,Line 1,Type 1,5778.959829168,TRUE,1e+07,0,5778.959829168,2010-01-02,2010-01-02
1, 3137, 3137,FALSE,NA,2003-08-23,2003-10-27,NA,Line 1,Type 1,4294.42617408776,TRUE,1e+07,0,4294.42617408776,2004-10-10,2004-10-10
1, 3138, 3138,FALSE,NA,2003-08-15,2004-04-15,NA,Line 1,Type 1,4607.34611209505,TRUE,1e+07,0,4607.34611209505,2011-08-30,2011-08-30
1, 3139, 3139,FALSE,NA,2003-08-08,2003-11-11,NA,Line 1,Type 1,3876.51428705518,TRUE,1e+07,0,3876.51428705518,2006-04-30,2006-04-30
1, 3140, 3140,FALSE,NA,2003-08-13,2004-06-25,NA,Line 1,Type 1,4753.27853039457,TRUE,1e+07,0,4753.27853039457,2006-11-11,2006-11-11
1, 3141, 3141,FALSE,NA,2003-08-16,2003-10-17,NA,Line 1,Type 1,5952.77171231146,TRUE,1e+07,0,5952.77171231146,2007-07-13,2007-07-13
1, 3142, 3142,FALSE,NA,2003-08-17,2004-05-29,NA,Line 1,Type 1,6221.79985762765,TRUE,1e+07,0,6221.79985762765,2005-03-23,2005-03-23
1, 3143, 3143,FALSE,NA,2003-08-14,2004-08-29,NA,Line 1,Type 1,6402.73736695138,TRUE,1e+07,0,6402.73736695138,2005-10-18,2005-10-18
1, 3144, 3144,FALSE,NA,2003-08-04,2004-01-29,NA,Line 1,Type 1,4159.28824014096,TRUE,1e+07,0,4159.28824014096,2004-02-16,2004-02-16
1, 3145, 3145,FALSE,NA,2003-08-04,2003-10-09,NA,Line 1,Type 1,7957.34860112205,TRUE,1e+07,0,7957.34860112205,2007-01-17,2007-01-17
1, 3146, 3146,FALSE,NA,2003-08-06,2004-06-04,NA,Line 1,Type 1,4087.07199931856,TRUE,1e+07,0,4087.07199931856,2008-10-18,2008-10-18
1, 3147, 3147,FALSE,NA,2003-08-14,2005-01-05,NA,Line 1,Type 1,6889.30890284711,TRUE,1e+07,0,6889.30890284711,2021-12-23,2021-12-23
1, 3148, 3148,FALSE,NA,2003-08-14,2003-12-24,NA,Line 1,Type 1,5990.54396506225,TRUE,1e+07,0,5990.54396506225,2012-09-19,2012-09-19
1, 3149, 3149,FALSE,NA,2003-08-06,2003-09-19,NA,Line 1,Type 1,5436.09663050671,TRUE,1e+07,0,5436.09663050671,2005-08-13,2005-08-13
1, 3150, 3150,FALSE,NA,2003-08-07,2004-12-23,NA,Line 1,Type 1,5957.75242156614,TRUE,1e+07,0,5957.75242156614,2007-06-17,2007-06-17
1, 3151, 3151,FALSE,NA,2003-08-14,2003-10-30,NA,Line 1,Type 1,5025.99382140214,TRUE,1e+07,0,5025.99382140214,2004-05-26,2004-05-26
1, 3152, 3152,FALSE,NA,2003-08-09,2003-11-13,NA,Line 1,Type 1,5942.11375938907,TRUE,1e+07,0,5942.11375938907,2007-08-03,2007-08-03
1, 3153, 3153,FALSE,NA,2003-08-08,2003-11-27,NA,Line 1,Type 1,5940.13394432208,TRUE,1e+07,0,5940.13394432208,2004-06-05,2004-06-05
1, 3154, 3154,FALSE,NA,2003-08-09,2004-10-16,NA,Line 1,Type 1,8410.58062942969,TRUE,1e+07,0,8410.58062942969,2008-10-24,2008-10-24
1, 3155, 3155,FALSE,NA,2003-08-22,2004-11-21,NA,Line 1,Type 1,3822.20687626415,TRUE,1e+07,0,3822.20687626415,2009-01-09,2009-01-09
1, 3156, 3156,FALSE,NA,2003-08-30,2004-03-10,NA,Line 1,Type 1,3949.76919705129,TRUE,1e+07,0,3949.76919705129,2012-02-02,2012-02-02
1, 3157, 3157,FALSE,NA,2003-08-26,2003-09-07,NA,Line 1,Type 1,7935.86831021277,TRUE,1e+07,0,7935.86831021277,2004-09-07,2004-09-07
1, 3158, 3158,FALSE,NA,2003-08-07,2003-10-12,NA,Line 1,Type 1,6144.36676744504,TRUE,1e+07,0,6144.36676744504,2004-09-18,2004-09-18
1, 3159, 3159,FALSE,NA,2003-08-16,2005-01-09,NA,Line 1,Type 1,4576.38209134571,TRUE,1e+07,0,4576.38209134571,2010-11-19,2010-11-19
1, 3160, 3160,FALSE,NA,2003-08-01,2004-03-31,NA,Line 1,Type 1,7005.33724219841,TRUE,1e+07,0,7005.33724219841,2011-09-18,2011-09-18
1, 3161, 3161,FALSE,NA,2003-08-07,2003-08-10,NA,Line 1,Type 1,5589.74337436725,TRUE,1e+07,0,5589.74337436725,2003-08-31,2003-08-31
1, 3162, 3162,FALSE,NA,2003-08-26,2004-04-21,NA,Line 1,Type 1,5224.02277726128,TRUE,1e+07,0,5224.02277726128,2013-06-27,2013-06-27
1, 3163, 3163,FALSE,NA,2003-08-16,2003-08-29,NA,Line 1,Type 1,6220.04082687288,TRUE,1e+07,0,6220.04082687288,2006-09-26,2006-09-26
1, 3164, 3164,FALSE,NA,2003-08-22,2004-03-09,NA,Line 1,Type 1,4651.70497688971,TRUE,1e+07,0,4651.70497688971,2015-01-30,2015-01-30
1, 3165, 3165,FALSE,NA,2003-08-07,2003-09-26,NA,Line 1,Type 1,3778.89045811395,TRUE,1e+07,0,3778.89045811395,2004-10-16,2004-10-16
1, 3166, 3166,FALSE,NA,2003-08-08,2004-03-28,NA,Line 1,Type 1,3626.24490006582,TRUE,1e+07,0,3626.24490006582,2006-12-12,2006-12-12
1, 3167, 3167,FALSE,NA,2003-08-16,2003-11-05,NA,Line 1,Type 1,5041.36857519824,TRUE,1e+07,0,5041.36857519824,2004-04-25,2004-04-25
1, 3168, 3168,FALSE,NA,2003-08-15,2004-09-27,NA,Line 1,Type 1,5736.80416681136,TRUE,1e+07,0,5736.80416681136,2006-05-01,2006-05-01
1, 3169, 3169,FALSE,NA,2003-08-19,2004-05-12,NA,Line 1,Type 1,4046.82181954732,TRUE,1e+07,0,4046.82181954732,2004-08-17,2004-08-17
1, 3170, 3170,FALSE,NA,2003-08-24,2004-01-21,NA,Line 1,Type 1,6094.40475085071,TRUE,1e+07,0,6094.40475085071,2008-02-18,2008-02-18
1, 3171, 3171,FALSE,NA,2003-08-11,2004-05-08,NA,Line 1,Type 1,5915.65838186223,TRUE,1e+07,0,5915.65838186223,2006-05-28,2006-05-28
1, 3172, 3172,FALSE,NA,2003-08-11,2003-12-31,NA,Line 1,Type 1,5224.19947091728,TRUE,1e+07,0,5224.19947091728,2007-05-06,2007-05-06
1, 3173, 3173,FALSE,NA,2003-08-19,2003-12-09,NA,Line 1,Type 1,4674.79810624408,TRUE,1e+07,0,4674.79810624408,2005-11-09,2005-11-09
1, 3174, 3174,FALSE,NA,2003-08-22,2004-01-16,NA,Line 1,Type 1,6119.97646836925,TRUE,1e+07,0,6119.97646836925,2004-05-31,2004-05-31
1, 3175, 3175,FALSE,NA,2003-08-28,2004-09-18,NA,Line 1,Type 1,4711.91978300747,TRUE,1e+07,0,4711.91978300747,2014-02-16,2014-02-16
1, 3176, 3176,FALSE,NA,2003-08-01,2005-01-20,NA,Line 1,Type 1,5856.28271904305,TRUE,1e+07,0,5856.28271904305,2005-05-01,2005-05-01
1, 3177, 3177,FALSE,NA,2003-08-26,2006-04-10,NA,Line 1,Type 1,4365.56663049008,TRUE,1e+07,0,4365.56663049008,2014-09-21,2014-09-21
1, 3178, 3178,FALSE,NA,2003-08-07,2003-10-11,NA,Line 1,Type 1,5672.5743086609,TRUE,1e+07,0,5672.5743086609,2008-02-16,2008-02-16
1, 3179, 3179,FALSE,NA,2003-08-22,2003-10-05,NA,Line 1,Type 1,4784.61608218461,TRUE,1e+07,0,4784.61608218461,2004-11-15,2004-11-15
1, 3180, 3180,FALSE,NA,2003-08-27,2003-09-15,NA,Line 1,Type 1,4535.45170626001,TRUE,1e+07,0,4535.45170626001,2010-11-19,2010-11-19
1, 3181, 3181,FALSE,NA,2003-08-01,2004-07-02,NA,Line 1,Type 1,5782.82057670273,TRUE,1e+07,0,5782.82057670273,2007-04-20,2007-04-20
1, 3182, 3182,FALSE,NA,2003-08-07,2003-08-31,NA,Line 1,Type 1,4994.55953215976,TRUE,1e+07,0,4994.55953215976,2008-05-25,2008-05-25
1, 3183, 3183,FALSE,NA,2003-08-17,2004-01-10,NA,Line 1,Type 1,4918.39747590551,TRUE,1e+07,0,4918.39747590551,2006-02-13,2006-02-13
1, 3184, 3184,FALSE,NA,2003-08-14,2004-10-28,NA,Line 1,Type 1,4291.32072581616,TRUE,1e+07,0,4291.32072581616,2010-10-11,2010-10-11
1, 3185, 3185,FALSE,NA,2003-08-07,2004-06-23,NA,Line 1,Type 1,5212.99447120022,TRUE,1e+07,0,5212.99447120022,2007-02-28,2007-02-28
1, 3186, 3186,FALSE,NA,2003-08-30,2003-11-11,NA,Line 1,Type 1,5749.4192626039,TRUE,1e+07,0,5749.4192626039,2004-02-22,2004-02-22
1, 3187, 3187,FALSE,NA,2003-08-20,2004-08-31,NA,Line 1,Type 1,5152.22591360043,TRUE,1e+07,0,5152.22591360043,2004-12-28,2004-12-28
1, 3188, 3188,FALSE,NA,2003-08-21,2003-08-23,NA,Line 1,Type 1,4229.39742912109,TRUE,1e+07,0,4229.39742912109,2010-01-15,2010-01-15
1, 3189, 3189,FALSE,NA,2003-08-29,2005-03-17,NA,Line 1,Type 1,6350.85084567835,TRUE,1e+07,0,6350.85084567835,2008-01-09,2008-01-09
1, 3190, 3190,FALSE,NA,2003-08-28,2004-07-04,NA,Line 1,Type 1,5321.34565327329,TRUE,1e+07,0,5321.34565327329,2004-09-18,2004-09-18
1, 3191, 3191,FALSE,NA,2003-08-22,2004-11-30,NA,Line 1,Type 1,4540.72372411509,TRUE,1e+07,0,4540.72372411509,2007-06-21,2007-06-21
1, 3192, 3192,FALSE,NA,2003-08-21,2003-10-16,NA,Line 1,Type 1,4860.21132887582,TRUE,1e+07,0,4860.21132887582,2010-12-16,2010-12-16
1, 3193, 3193,FALSE,NA,2003-08-01,2003-11-09,NA,Line 1,Type 1,6271.82457426402,TRUE,1e+07,0,6271.82457426402,2004-05-22,2004-05-22
1, 3194, 3194,FALSE,NA,2003-08-17,2003-09-11,NA,Line 1,Type 1,3850.67129662942,TRUE,1e+07,0,3850.67129662942,2009-04-07,2009-04-07
1, 3195, 3195,FALSE,NA,2003-08-23,2003-10-30,NA,Line 1,Type 1,4954.05738620718,TRUE,1e+07,0,4954.05738620718,2005-02-25,2005-02-25
1, 3196, 3196,FALSE,NA,2003-08-24,2003-10-08,NA,Line 1,Type 1,4892.28426227038,TRUE,1e+07,0,4892.28426227038,2015-09-04,2015-09-04
1, 3197, 3197,FALSE,NA,2003-08-03,2003-10-23,NA,Line 1,Type 1,5227.9267250212,TRUE,1e+07,0,5227.9267250212,2004-04-09,2004-04-09
1, 3198, 3198,FALSE,NA,2003-08-29,2004-01-22,NA,Line 1,Type 1,5922.47726138352,TRUE,1e+07,0,5922.47726138352,2009-09-02,2009-09-02
1, 3199, 3199,FALSE,NA,2003-08-03,2004-02-07,NA,Line 1,Type 1,5696.92252244233,TRUE,1e+07,0,5696.92252244233,2010-03-04,2010-03-04
1, 3200, 3200,FALSE,NA,2003-08-09,2003-09-09,NA,Line 1,Type 1,4034.49841686619,TRUE,1e+07,0,4034.49841686619,2011-09-25,2011-09-25
1, 3201, 3201,FALSE,NA,2003-08-28,2004-01-19,NA,Line 1,Type 1,4960.5886006755,TRUE,1e+07,0,4960.5886006755,2004-06-23,2004-06-23
1, 3202, 3202,FALSE,NA,2003-08-03,2003-11-01,NA,Line 1,Type 1,3714.39869589964,TRUE,1e+07,0,3714.39869589964,2003-11-29,2003-11-29
1, 3203, 3203,FALSE,NA,2003-08-28,2003-11-30,NA,Line 1,Type 1,4613.89481181884,TRUE,1e+07,0,4613.89481181884,2004-02-02,2004-02-02
1, 3204, 3204,FALSE,NA,2003-08-19,2003-11-11,NA,Line 1,Type 1,7005.43198344981,TRUE,1e+07,0,7005.43198344981,2006-08-07,2006-08-07
1, 3205, 3205,FALSE,NA,2003-08-18,2006-07-21,NA,Line 1,Type 1,5234.49078113673,TRUE,1e+07,0,5234.49078113673,2009-02-24,2009-02-24
1, 3206, 3206,FALSE,NA,2003-08-06,2004-08-13,NA,Line 1,Type 1,4552.87726059733,TRUE,1e+07,0,4552.87726059733,2009-09-23,2009-09-23
1, 3207, 3207,FALSE,NA,2003-08-19,2003-10-14,NA,Line 1,Type 1,3339.11060587119,TRUE,1e+07,0,3339.11060587119,2005-04-21,2005-04-21
1, 3208, 3208,FALSE,NA,2003-08-02,2004-12-22,NA,Line 1,Type 1,5489.6845574044,TRUE,1e+07,0,5489.6845574044,2011-05-11,2011-05-11
1, 3209, 3209,FALSE,NA,2003-08-04,2004-09-12,NA,Line 1,Type 1,4026.5687078675,TRUE,1e+07,0,4026.5687078675,2013-03-14,2013-03-14
1, 3210, 3210,FALSE,NA,2003-08-25,2003-10-29,NA,Line 1,Type 1,6485.52420563437,TRUE,1e+07,0,6485.52420563437,2004-09-11,2004-09-11
1, 3211, 3211,FALSE,NA,2003-08-20,2004-03-20,NA,Line 1,Type 1,5169.56169594123,TRUE,1e+07,0,5169.56169594123,2011-04-27,2011-04-27
1, 3212, 3212,FALSE,NA,2003-08-12,2003-08-25,NA,Line 1,Type 1,6287.54284072118,TRUE,1e+07,0,6287.54284072118,2005-05-05,2005-05-05
1, 3213, 3213,FALSE,NA,2003-08-19,2004-01-05,NA,Line 1,Type 1,6361.28325945008,TRUE,1e+07,0,6361.28325945008,2008-05-22,2008-05-22
1, 3214, 3214,FALSE,NA,2003-08-03,2003-09-17,NA,Line 1,Type 1,4345.7954783674,TRUE,1e+07,0,4345.7954783674,2004-04-04,2004-04-04
1, 3215, 3215,FALSE,NA,2003-08-07,2004-12-07,NA,Line 1,Type 1,5648.75733089312,TRUE,1e+07,0,5648.75733089312,2005-05-12,2005-05-12
1, 3216, 3216,FALSE,NA,2003-08-15,2004-03-27,NA,Line 1,Type 1,3927.13289543402,TRUE,1e+07,0,3927.13289543402,2007-09-15,2007-09-15
1, 3217, 3217,FALSE,NA,2003-08-08,2004-04-30,NA,Line 1,Type 1,5093.20679388519,TRUE,1e+07,0,5093.20679388519,2005-04-21,2005-04-21
1, 3218, 3218,FALSE,NA,2003-08-05,2004-11-23,NA,Line 1,Type 1,4071.67132004727,TRUE,1e+07,0,4071.67132004727,2006-07-12,2006-07-12
1, 3219, 3219,FALSE,NA,2003-08-02,2003-09-25,NA,Line 1,Type 1,3918.316515595,TRUE,1e+07,0,3918.316515595,2004-01-05,2004-01-05
1, 3220, 3220,FALSE,NA,2003-08-02,2003-10-21,NA,Line 1,Type 1,4753.90808302484,TRUE,1e+07,0,4753.90808302484,2004-06-14,2004-06-14
1, 3221, 3221,FALSE,NA,2003-08-01,2004-09-16,NA,Line 1,Type 1,6143.57139462049,TRUE,1e+07,0,6143.57139462049,2006-05-08,2006-05-08
1, 3222, 3222,FALSE,NA,2003-08-09,2006-03-13,NA,Line 1,Type 1,4577.98471863796,TRUE,1e+07,0,4577.98471863796,2012-08-29,2012-08-29
1, 3223, 3223,FALSE,NA,2003-08-02,2007-01-17,NA,Line 1,Type 1,5722.21919604918,TRUE,1e+07,0,5722.21919604918,2008-06-16,2008-06-16
1, 3224, 3224,FALSE,NA,2003-08-12,2004-03-02,NA,Line 1,Type 1,5171.67442857544,TRUE,1e+07,0,5171.67442857544,2006-12-08,2006-12-08
1, 3225, 3225,FALSE,NA,2003-08-25,2003-08-31,NA,Line 1,Type 1,3737.87260651876,TRUE,1e+07,0,3737.87260651876,2005-11-01,2005-11-01
1, 3226, 3226,FALSE,NA,2003-08-04,2004-02-01,NA,Line 1,Type 1,5476.35774810112,TRUE,1e+07,0,5476.35774810112,2010-11-13,2010-11-13
1, 3227, 3227,FALSE,NA,2003-08-25,2003-09-10,NA,Line 1,Type 1,5833.11552212349,TRUE,1e+07,0,5833.11552212349,2009-04-19,2009-04-19
1, 3228, 3228,FALSE,NA,2003-08-08,2005-04-11,NA,Line 1,Type 1,4431.8260936709,TRUE,1e+07,0,4431.8260936709,2009-05-01,2009-05-01
1, 3229, 3229,FALSE,NA,2003-08-09,2004-12-01,NA,Line 1,Type 1,6185.25624934919,TRUE,1e+07,0,6185.25624934919,2018-01-11,2018-01-11
1, 3230, 3230,FALSE,NA,2003-08-09,2003-08-24,NA,Line 1,Type 1,6378.15991171221,TRUE,1e+07,0,6378.15991171221,2010-10-01,2010-10-01
