SimulationNo,OccurrenceNo,ClaimNo,TransactionDate,Action,CaseReserve,Payment,Loss
1,1156,1156,2002-01-13,RPT,2492.1918330107,0,0
1,1156,1156,2002-06-30,RES,0,0,0
1,1156,1156,2003-06-30,RES,0,0,0
1,1156,1156,2004-06-25,INT40,0,0,0
1,1156,1156,2004-06-30,RES,0,0,0
1,1156,1156,2005-06-30,RES,0,0,0
1,1156,1156,2006-04-27,INT70,0,0,0
1,1156,1156,2006-06-30,RES,0,0,0
1,1156,1156,2007-06-30,RES,0,0,0
1,1156,1156,2007-07-18,INT90,0,0,0
1,1156,1156,2008-02-27,PMT,-2492.1918330107,4153.65305501783,0
1,11560,11560,2010-10-27,RPT,4005.09736138076,0,0
1,11560,11560,2011-06-30,RES,0,0,0
1,11560,11560,2012-06-30,RES,0,0,0
1,11560,11560,2012-09-12,INT40,0,0,0
1,11560,11560,2013-06-30,RES,0,0,0
1,11560,11560,2014-02-08,INT70,0,0,0
1,11560,11560,2014-06-30,RES,0,0,0
1,11560,11560,2015-01-18,INT90,0,0,0
1,11560,11560,2015-06-30,RES,2545.51377487173,0,0
1,11560,11560,2015-07-08,PMT,-6550.61113625249,6675.16226896793,0
1,11561,11561,2011-01-07,RPT,2260.73174221928,0,0
1,11561,11561,2011-06-30,RES,0,0,0
1,11561,11561,2012-06-30,RES,0,0,0
1,11561,11561,2013-05-06,INT40,0,0,0
1,11561,11561,2013-06-30,RES,0,0,0
1,11561,11561,2014-06-30,RES,0,0,0
1,11561,11561,2015-02-03,INT70,0,0,0
1,11561,11561,2015-06-30,RES,0,0,0
1,11561,11561,2016-04-03,INT90,0,0,0
1,11561,11561,2016-06-30,RES,621.010036432767,0,0
1,11561,11561,2016-11-02,PMT,-2881.74177865205,3767.88623703214,0
1,11562,11562,2013-03-11,RPT,3787.54250270806,0,0
1,11562,11562,2013-06-30,RES,0,0,0
1,11562,11562,2013-09-24,INT40,0,0,0
1,11562,11562,2014-02-18,INT70,0,0,0
1,11562,11562,2014-05-28,INT90,0,0,0
1,11562,11562,2014-06-30,RES,1703.88090907734,0,0
1,11562,11562,2014-07-16,PMT,-5491.42341178539,6312.57083784676,0
1,11563,11563,2010-11-11,RPT,1943.99670968979,0,0
1,11563,11563,2011-06-30,RES,0,0,0
1,11563,11563,2012-06-12,INT40,0,0,0
1,11563,11563,2012-06-30,RES,0,0,0
1,11563,11563,2013-06-30,RES,0,0,0
1,11563,11563,2013-08-21,INT70,0,0,0
1,11563,11563,2014-06-06,INT90,0,0,0
1,11563,11563,2014-06-30,RES,213.016214045197,0,0
1,11563,11563,2014-10-29,PMT,-2157.01292373499,3239.99451614965,0
1,11564,11564,2011-01-11,RPT,2623.37789265437,0,0
1,11564,11564,2011-06-30,RES,0,0,0
1,11564,11564,2012-06-30,RES,0,0,0
1,11564,11564,2013-02-28,INT40,0,0,0
1,11564,11564,2013-06-30,RES,0,0,0
1,11564,11564,2014-06-30,RES,0,0,0
1,11564,11564,2014-10-06,INT70,0,0,0
1,11564,11564,2015-06-30,RES,0,0,0
1,11564,11564,2015-10-30,INT90,0,0,0
1,11564,11564,2016-05-12,PMT,-2623.37789265437,4372.29648775728,0
1,11565,11565,2012-03-02,RPT,3239.52151977313,0,0
1,11565,11565,2012-06-30,RES,0,0,0
1,11565,11565,2012-11-18,INT40,0,0,0
1,11565,11565,2013-06-02,INT70,0,0,0
1,11565,11565,2013-06-30,RES,0,0,0
1,11565,11565,2013-10-11,INT90,0,0,0
1,11565,11565,2013-12-15,PMT,-3239.52151977313,5399.20253295522,0
1,11566,11566,2011-01-13,RPT,2940.2175655037,0,0
1,11566,11566,2011-06-30,RES,0,0,0
1,11566,11566,2011-10-06,INT40,0,0,0
1,11566,11566,2012-04-22,INT70,0,0,0
1,11566,11566,2012-06-30,RES,0,0,0
1,11566,11566,2012-09-02,INT90,0,0,0
1,11566,11566,2012-11-07,PMT,-2940.2175655037,4900.36260917284,0
1,11567,11567,2010-11-20,RPT,4555.55583168831,0,0
1,11567,11567,2011-06-30,RES,0,0,0
1,11567,11567,2012-03-03,INT40,0,0,0
1,11567,11567,2012-06-30,RES,0,0,0
1,11567,11567,2013-02-17,INT70,0,0,0
1,11567,11567,2013-06-30,RES,0,0,0
1,11567,11567,2013-10-10,INT90,0,0,0
1,11567,11567,2014-02-04,PMT,-4555.55583168831,7592.59305281385,0
1,11568,11568,2011-03-25,RPT,3096.86021474351,0,0
1,11568,11568,2011-06-30,RES,0,0,0
1,11568,11568,2012-06-30,RES,0,0,0
1,11568,11568,2013-06-11,INT40,0,0,0
1,11568,11568,2013-06-30,RES,0,0,0
1,11568,11568,2014-06-30,RES,0,0,0
1,11568,11568,2015-02-07,INT70,0,0,0
1,11568,11568,2015-06-30,RES,0,0,0
1,11568,11568,2016-03-18,INT90,0,0,0
1,11568,11568,2016-06-30,RES,1063.93944733358,0,0
1,11568,11568,2016-10-06,PMT,-4160.79966207709,5161.43369123919,0
1,11569,11569,2011-02-09,RPT,2570.73878468218,0,0
1,11569,11569,2011-06-30,RES,0,0,0
1,11569,11569,2012-03-20,INT40,0,0,0
1,11569,11569,2012-06-30,RES,0,0,0
1,11569,11569,2013-01-18,INT70,0,0,0
1,11569,11569,2013-06-30,RES,0,0,0
1,11569,11569,2013-08-09,INT90,0,0,0
1,11569,11569,2013-11-18,PMT,-2570.73878468218,4284.56464113696,0
1,1157,1157,2002-02-17,RPT,3772.43286784551,0,0
1,1157,1157,2002-06-30,RES,0,0,0
1,1157,1157,2003-06-30,RES,0,0,0
1,1157,1157,2004-06-30,RES,0,0,0
1,1157,1157,2005-06-30,RES,0,0,0
1,1157,1157,2005-10-19,INT40,0,0,0
1,1157,1157,2006-06-30,RES,0,0,0
1,1157,1157,2007-06-30,RES,0,0,0
1,1157,1157,2008-06-30,RES,0,0,0
1,1157,1157,2008-07-21,INT70,0,0,0
1,1157,1157,2009-06-30,RES,0,0,0
1,1157,1157,2010-05-22,INT90,0,0,0
1,1157,1157,2010-06-30,RES,293.448970720699,0,0
1,1157,1157,2011-04-22,PMT,-4065.88183856621,6287.38811307585,0
1,11570,11570,2010-10-25,RPT,3020.50723878644,0,0
1,11570,11570,2011-06-30,RES,0,0,0
1,11570,11570,2012-06-30,RES,0,0,0
1,11570,11570,2013-06-30,RES,0,0,0
1,11570,11570,2013-11-10,INT40,0,0,0
1,11570,11570,2014-06-30,RES,0,0,0
1,11570,11570,2015-06-30,RES,0,0,0
1,11570,11570,2016-02-21,INT70,0,0,0
1,11570,11570,2016-06-30,RES,0,0,0
1,11570,11570,2017-06-30,RES,0,0,0
1,11570,11570,2017-08-30,INT90,0,0,0
1,11570,11570,2018-06-04,PMT,-3020.50723878644,5034.17873131073,0
1,11571,11571,2010-09-04,RPT,3012.63327427762,0,0
1,11571,11571,2011-06-30,RES,0,0,0
1,11571,11571,2012-06-03,INT40,0,0,0
1,11571,11571,2012-06-30,RES,0,0,0
1,11571,11571,2013-06-30,RES,0,0,0
1,11571,11571,2013-09-24,INT70,0,0,0
1,11571,11571,2014-06-30,RES,0,0,0
1,11571,11571,2014-08-09,INT90,0,0,0
1,11571,11571,2015-01-15,PMT,-3012.63327427762,5021.05545712937,0
1,11572,11572,2010-11-06,RPT,2261.21963716993,0,0
1,11572,11572,2011-06-30,RES,0,0,0
1,11572,11572,2011-07-02,INT40,0,0,0
1,11572,11572,2011-12-28,INT70,0,0,0
1,11572,11572,2012-04-25,INT90,0,0,0
1,11572,11572,2012-06-24,PMT,-2261.21963716993,3768.69939528321,0
1,11573,11573,2010-10-22,RPT,4349.46432801064,0,0
1,11573,11573,2011-06-30,RES,0,0,0
1,11573,11573,2011-08-03,INT40,0,0,0
1,11573,11573,2012-03-04,INT70,0,0,0
1,11573,11573,2012-06-30,RES,0,0,0
1,11573,11573,2012-07-25,INT90,0,0,0
1,11573,11573,2012-10-04,PMT,-4349.46432801064,7249.10721335107,0
1,11574,11574,2011-01-04,RPT,4316.9894101755,0,0
1,11574,11574,2011-06-30,RES,0,0,0
1,11574,11574,2012-06-30,RES,0,0,0
1,11574,11574,2013-05-29,INT40,0,0,0
1,11574,11574,2013-06-30,RES,0,0,0
1,11574,11574,2014-06-30,RES,0,0,0
1,11574,11574,2015-03-18,INT70,0,0,0
1,11574,11574,2015-06-30,RES,0,0,0
1,11574,11574,2016-05-29,INT90,0,0,0
1,11574,11574,2016-06-30,RES,421.650266443432,0,0
1,11574,11574,2017-01-03,PMT,-4738.63967661893,7194.9823502925,0
1,11575,11575,2010-09-11,RPT,2792.07059879678,0,0
1,11575,11575,2011-06-30,RES,0,0,0
1,11575,11575,2012-06-30,RES,0,0,0
1,11575,11575,2013-06-30,RES,0,0,0
1,11575,11575,2014-06-30,RES,0,0,0
1,11575,11575,2014-10-11,INT40,0,0,0
1,11575,11575,2015-06-30,RES,0,0,0
1,11575,11575,2016-06-30,RES,0,0,0
1,11575,11575,2017-06-30,RES,0,0,0
1,11575,11575,2017-11-03,INT70,0,0,0
1,11575,11575,2018-06-30,RES,0,0,0
1,11575,11575,2019-06-30,RES,0,0,0
1,11575,11575,2019-11-18,INT90,0,0,0
1,11575,11575,2020-06-30,RES,1122.42036947339,0,0
1,11575,11575,2020-11-25,PMT,-3914.49096827017,4653.45099799464,0
1,11576,11576,2010-12-26,RPT,3611.94029205245,0,0
1,11576,11576,2011-06-30,RES,0,0,0
1,11576,11576,2012-06-30,RES,0,0,0
1,11576,11576,2013-06-30,RES,0,0,0
1,11576,11576,2014-06-30,RES,0,0,0
1,11576,11576,2015-01-03,INT40,0,0,0
1,11576,11576,2015-06-30,RES,0,0,0
1,11576,11576,2016-06-30,RES,0,0,0
1,11576,11576,2017-06-30,RES,0,0,0
1,11576,11576,2018-01-09,INT70,0,0,0
1,11576,11576,2018-06-30,RES,0,0,0
1,11576,11576,2019-06-30,RES,0,0,0
1,11576,11576,2020-01-14,INT90,0,0,0
1,11576,11576,2020-06-30,RES,1103.34794655128,0,0
1,11576,11576,2021-01-15,PMT,-4715.28823860374,6019.90048675409,0
1,11577,11577,2010-09-23,RPT,2285.33497442356,0,0
1,11577,11577,2011-06-30,RES,0,0,0
1,11577,11577,2011-10-02,INT40,0,0,0
1,11577,11577,2012-06-30,RES,0,0,0
1,11577,11577,2012-07-08,INT70,0,0,0
1,11577,11577,2013-01-11,INT90,0,0,0
1,11577,11577,2013-04-14,PMT,-2285.33497442356,3808.89162403926,0
1,11578,11578,2010-10-07,RPT,2641.14496194679,0,0
1,11578,11578,2011-06-30,RES,0,0,0
1,11578,11578,2012-04-01,INT40,0,0,0
1,11578,11578,2012-06-30,RES,0,0,0
1,11578,11578,2013-05-13,INT70,0,0,0
1,11578,11578,2013-06-30,RES,0,0,0
1,11578,11578,2014-02-08,INT90,0,0,0
1,11578,11578,2014-06-24,PMT,-2641.14496194679,4401.90826991132,0
1,11579,11579,2011-01-24,RPT,2944.49708129109,0,0
1,11579,11579,2011-06-30,RES,0,0,0
1,11579,11579,2012-05-26,INT40,0,0,0
1,11579,11579,2012-06-30,RES,0,0,0
1,11579,11579,2013-05-26,INT70,0,0,0
1,11579,11579,2013-06-30,RES,0,0,0
1,11579,11579,2014-01-25,INT90,0,0,0
1,11579,11579,2014-05-27,PMT,-2944.49708129109,4907.49513548515,0
1,1158,1158,2001-12-27,RPT,2746.90940393129,0,0
1,1158,1158,2002-06-30,RES,0,0,0
1,1158,1158,2003-06-30,RES,0,0,0
1,1158,1158,2004-06-30,RES,0,0,0
1,1158,1158,2005-06-30,RES,0,0,0
1,1158,1158,2006-02-10,INT40,0,0,0
1,1158,1158,2006-06-30,RES,0,0,0
1,1158,1158,2007-06-30,RES,0,0,0
1,1158,1158,2008-06-30,RES,0,0,0
1,1158,1158,2009-03-16,INT70,0,0,0
1,1158,1158,2009-06-30,RES,0,0,0
1,1158,1158,2010-06-30,RES,0,0,0
1,1158,1158,2011-04-08,INT90,0,0,0
1,1158,1158,2011-06-30,RES,401.654658815232,0,0
1,1158,1158,2012-04-19,PMT,-3148.56406274653,4578.18233988549,0
1,11580,11580,2010-09-26,RPT,3081.89090233805,0,0
1,11580,11580,2011-06-30,RES,0,0,0
1,11580,11580,2011-07-15,INT40,0,0,0
1,11580,11580,2012-02-19,INT70,0,0,0
1,11580,11580,2012-06-30,RES,0,0,0
1,11580,11580,2012-07-14,INT90,0,0,0
1,11580,11580,2012-09-25,PMT,-3081.89090233805,5136.48483723009,0
1,11581,11581,2010-10-03,RPT,3044.91881393894,0,0
1,11581,11581,2010-10-24,INT40,0,0,0
1,11581,11581,2010-11-09,INT70,0,0,0
1,11581,11581,2010-11-20,INT90,114.902596752413,0,0
1,11581,11581,2010-11-25,PMT,-3159.82141069136,5074.86468989824,0
1,11582,11582,2010-11-08,RPT,2523.24430939282,0,0
1,11582,11582,2011-02-10,INT40,0,0,0
1,11582,11582,2011-04-21,INT70,0,0,0
1,11582,11582,2011-06-07,INT90,0,0,0
1,11582,11582,2011-06-30,PMT,-2523.24430939282,4205.40718232136,0
1,11583,11583,2013-04-04,RPT,2247.11121002798,0,0
1,11583,11583,2013-06-30,RES,0,0,0
1,11583,11583,2013-09-19,INT40,0,0,0
1,11583,11583,2014-01-22,INT70,0,0,0
1,11583,11583,2014-04-16,INT90,0,0,0
1,11583,11583,2014-05-28,PMT,-2247.11121002798,3745.18535004663,0
1,11584,11584,2010-10-14,RPT,3382.17206878054,0,0
1,11584,11584,2011-01-17,INT40,0,0,0
1,11584,11584,2011-03-30,INT70,0,0,0
1,11584,11584,2011-05-16,INT90,0,0,0
1,11584,11584,2011-06-09,PMT,-3382.17206878054,5636.95344796757,0
1,11585,11585,2010-12-24,RPT,3257.55953058253,0,0
1,11585,11585,2011-06-30,RES,0,0,0
1,11585,11585,2012-01-02,INT40,0,0,0
1,11585,11585,2012-06-30,RES,0,0,0
1,11585,11585,2012-10-08,INT70,0,0,0
1,11585,11585,2013-04-14,INT90,0,0,0
1,11585,11585,2013-06-30,RES,1800.07745896717,0,0
1,11585,11585,2013-07-16,PMT,-5057.63698954971,5429.26588430422,0
1,11586,11586,2010-09-19,RPT,2225.98755362287,0,0
1,11586,11586,2011-06-30,RES,0,0,0
1,11586,11586,2012-06-30,RES,0,0,0
1,11586,11586,2012-12-01,INT40,0,0,0
1,11586,11586,2013-06-30,RES,0,0,0
1,11586,11586,2014-06-30,RES,0,0,0
1,11586,11586,2014-07-26,INT70,0,0,0
1,11586,11586,2015-06-30,RES,0,0,0
1,11586,11586,2015-09-01,INT90,0,0,0
1,11586,11586,2016-03-20,PMT,-2225.98755362287,3709.97925603811,0
1,11587,11587,2012-12-28,RPT,3393.0696208969,0,0
1,11587,11587,2013-06-30,RES,0,0,0
1,11587,11587,2014-06-30,RES,0,0,0
1,11587,11587,2015-06-30,RES,0,0,0
1,11587,11587,2016-04-30,INT40,0,0,0
1,11587,11587,2016-06-30,RES,0,0,0
1,11587,11587,2017-06-30,RES,0,0,0
1,11587,11587,2018-06-30,RES,0,0,0
1,11587,11587,2018-10-31,INT70,0,0,0
1,11587,11587,2019-06-30,RES,0,0,0
1,11587,11587,2020-06-30,RES,0,0,0
1,11587,11587,2020-07-01,INT90,0,0,0
1,11587,11587,2021-05-02,PMT,-3393.0696208969,5655.11603482817,0
1,11588,11588,2011-01-20,RPT,2926.16649491594,0,0
1,11588,11588,2011-04-11,INT40,0,0,0
1,11588,11588,2011-06-11,INT70,0,0,0
1,11588,11588,2011-06-30,RES,0,0,0
1,11588,11588,2011-07-22,INT90,0,0,0
1,11588,11588,2011-08-11,PMT,-2926.16649491594,4876.94415819323,0
1,11589,11589,2010-11-28,RPT,3527.38506446951,0,0
1,11589,11589,2011-02-17,INT40,0,0,0
1,11589,11589,2011-04-19,INT70,0,0,0
1,11589,11589,2011-05-30,INT90,0,0,0
1,11589,11589,2011-06-19,PMT,-3527.38506446951,5878.97510744918,0
1,1159,1159,2002-02-17,RPT,1942.89128306752,0,0
1,1159,1159,2002-06-30,RES,0,0,0
1,1159,1159,2003-06-30,RES,0,0,0
1,1159,1159,2003-09-22,INT40,0,0,0
1,1159,1159,2004-06-30,RES,0,0,0
1,1159,1159,2004-12-01,INT70,0,0,0
1,1159,1159,2005-06-30,RES,0,0,0
1,1159,1159,2005-09-18,INT90,0,0,0
1,1159,1159,2006-02-10,PMT,-1942.89128306752,3238.15213844586,0
1,11590,11590,2010-09-27,RPT,2720.90353801207,0,0
1,11590,11590,2011-05-11,INT40,0,0,0
1,11590,11590,2011-06-30,RES,0,0,0
1,11590,11590,2011-10-28,INT70,0,0,0
1,11590,11590,2012-02-17,INT90,0,0,0
1,11590,11590,2012-04-14,PMT,-2720.90353801207,4534.83923002011,0
1,11591,11591,2010-10-22,RPT,3294.26022064624,0,0
1,11591,11591,2011-02-17,INT40,0,0,0
1,11591,11591,2011-05-16,INT70,0,0,0
1,11591,11591,2011-06-30,RES,0,0,0
1,11591,11591,2011-07-15,INT90,0,0,0
1,11591,11591,2011-08-13,PMT,-3294.26022064624,5490.43370107706,0
1,11592,11592,2010-08-17,RPT,3093.82052310924,0,0
1,11592,11592,2011-06-30,RES,0,0,0
1,11592,11592,2012-06-30,RES,0,0,0
1,11592,11592,2012-08-21,INT40,0,0,0
1,11592,11592,2013-06-30,RES,0,0,0
1,11592,11592,2014-02-23,INT70,0,0,0
1,11592,11592,2014-06-30,RES,0,0,0
1,11592,11592,2015-02-25,INT90,0,0,0
1,11592,11592,2015-06-30,RES,1400.10676549346,0,0
1,11592,11592,2015-08-28,PMT,-4493.9272886027,5156.3675385154,0
1,11593,11593,2010-10-30,RPT,3934.23345581693,0,0
1,11593,11593,2011-06-30,RES,0,0,0
1,11593,11593,2011-12-05,INT40,0,0,0
1,11593,11593,2012-06-30,RES,0,0,0
1,11593,11593,2012-09-30,INT70,0,0,0
1,11593,11593,2013-04-19,INT90,0,0,0
1,11593,11593,2013-06-30,RES,1889.89790758472,0,0
1,11593,11593,2013-07-28,PMT,-5824.13136340165,6557.05575969489,0
1,11594,11594,2013-01-04,RPT,3452.16793383364,0,0
1,11594,11594,2013-02-09,INT40,0,0,0
1,11594,11594,2013-03-08,INT70,0,0,0
1,11594,11594,2013-03-26,INT90,0,0,0
1,11594,11594,2013-04-04,PMT,-3452.16793383364,5753.61322305606,0
1,11595,11595,2010-11-25,RPT,2572.17361502413,0,0
1,11595,11595,2010-12-16,INT40,0,0,0
1,11595,11595,2011-01-01,INT70,0,0,0
1,11595,11595,2011-01-12,INT90,0,0,0
1,11595,11595,2011-01-17,PMT,-2572.17361502413,4286.95602504021,0
1,11596,11596,2010-08-18,RPT,2948.82930504163,0,0
1,11596,11596,2011-06-30,RES,0,0,0
1,11596,11596,2011-10-21,INT40,0,0,0
1,11596,11596,2012-06-30,RES,0,0,0
1,11596,11596,2012-09-07,INT70,0,0,0
1,11596,11596,2013-04-10,INT90,0,0,0
1,11596,11596,2013-06-30,RES,1489.52980739288,0,0
1,11596,11596,2013-07-26,PMT,-4438.35911243452,4914.71550840272,0
1,11597,11597,2011-03-08,RPT,2229.62320465572,0,0
1,11597,11597,2011-03-14,INT40,0,0,0
1,11597,11597,2011-03-18,INT70,0,0,0
1,11597,11597,2011-03-21,INT90,424.690134220138,0,0
1,11597,11597,2011-03-22,PMT,-2654.31333887586,3716.0386744262,0
1,11598,11598,2010-11-07,RPT,3004.0390208459,0,0
1,11598,11598,2011-01-25,INT40,0,0,0
1,11598,11598,2011-03-25,INT70,0,0,0
1,11598,11598,2011-05-03,INT90,0,0,0
1,11598,11598,2011-05-23,PMT,-3004.0390208459,5006.73170140983,0
1,11599,11599,2010-08-12,RPT,2504.19161785943,0,0
1,11599,11599,2011-06-30,RES,0,0,0
1,11599,11599,2012-05-23,INT40,0,0,0
1,11599,11599,2012-06-30,RES,0,0,0
1,11599,11599,2013-06-30,RES,0,0,0
1,11599,11599,2013-09-23,INT70,0,0,0
1,11599,11599,2014-06-30,RES,0,0,0
1,11599,11599,2014-08-13,INT90,0,0,0
1,11599,11599,2015-01-23,PMT,-2504.19161785943,4173.65269643239,0
1,116,116,2001-11-03,RPT,2499.33638430548,0,0
1,116,116,2002-06-30,RES,0,0,0
1,116,116,2003-06-30,RES,0,0,0
1,116,116,2003-08-08,INT40,0,0,0
1,116,116,2004-06-30,RES,0,0,0
1,116,116,2004-12-02,INT70,0,0,0
1,116,116,2005-06-30,RES,0,0,0
1,116,116,2005-10-19,INT90,0,0,0
1,116,116,2006-03-29,PMT,-2499.33638430548,4165.56064050913,0
1,1160,1160,2002-03-27,RPT,2532.92386414645,0,0
1,1160,1160,2002-06-30,RES,0,0,0
1,1160,1160,2003-06-30,RES,0,0,0
1,1160,1160,2004-06-30,RES,0,0,0
1,1160,1160,2005-04-16,INT40,0,0,0
1,1160,1160,2005-06-30,RES,0,0,0
1,1160,1160,2006-06-30,RES,0,0,0
1,1160,1160,2007-06-30,RES,0,0,0
1,1160,1160,2007-08-01,INT70,0,0,0
1,1160,1160,2008-06-30,RES,0,0,0
1,1160,1160,2009-02-09,INT90,0,0,0
1,1160,1160,2009-06-30,RES,853.386534873713,0,0
1,1160,1160,2009-11-15,PMT,-3386.31039902016,4221.53977357741,0
1,11600,11600,2010-08-26,RPT,2146.30853050882,0,0
1,11600,11600,2011-04-21,INT40,0,0,0
1,11600,11600,2011-06-30,RES,0,0,0
1,11600,11600,2011-10-16,INT70,0,0,0
1,11600,11600,2012-02-12,INT90,0,0,0
1,11600,11600,2012-04-11,PMT,-2146.30853050882,3577.18088418136,0
1,11601,11601,2011-10-01,RPT,2155.98689580073,0,0
1,11601,11601,2012-06-30,RES,0,0,0
1,11601,11601,2013-06-30,RES,0,0,0
1,11601,11601,2014-06-30,RES,0,0,0
1,11601,11601,2014-07-09,INT40,0,0,0
1,11601,11601,2015-06-30,RES,0,0,0
1,11601,11601,2016-06-30,RES,0,0,0
1,11601,11601,2016-08-05,INT70,0,0,0
1,11601,11601,2017-06-30,RES,0,0,0
1,11601,11601,2017-12-24,INT90,0,0,0
1,11601,11601,2018-06-30,RES,1067.90546387494,0,0
1,11601,11601,2018-09-03,PMT,-3223.89235967567,3593.31149300122,0
1,11602,11602,2011-10-06,RPT,4255.56663980243,0,0
1,11602,11602,2012-06-30,RES,0,0,0
1,11602,11602,2012-11-12,INT40,0,0,0
1,11602,11602,2013-06-30,RES,0,0,0
1,11602,11602,2013-09-11,INT70,0,0,0
1,11602,11602,2014-03-31,INT90,0,0,0
1,11602,11602,2014-06-30,RES,2555.5916064422,0,0
1,11602,11602,2014-07-10,PMT,-6811.15824624464,7092.61106633739,0
1,11603,11603,2011-10-18,RPT,2448.19693459323,0,0
1,11603,11603,2011-11-26,INT40,0,0,0
1,11603,11603,2011-12-26,INT70,0,0,0
1,11603,11603,2012-01-14,INT90,0,0,0
1,11603,11603,2012-01-24,PMT,-2448.19693459323,4080.32822432205,0
1,11604,11604,2010-12-30,RPT,4259.02997487697,0,0
1,11604,11604,2010-12-31,PMT,-4259.02997487697,7098.38329146162,0
1,11605,11605,2012-03-30,RPT,3361.89588301483,0,0
1,11605,11605,2012-05-17,INT40,0,0,0
1,11605,11605,2012-06-21,INT70,0,0,0
1,11605,11605,2012-06-30,RES,0,0,0
1,11605,11605,2012-07-15,INT90,0,0,0
1,11605,11605,2012-07-27,PMT,-3361.89588301483,5603.15980502472,0
1,11606,11606,2011-10-25,RPT,3799.70611510602,0,0
1,11606,11606,2012-05-08,INT40,0,0,0
1,11606,11606,2012-06-30,RES,0,0,0
1,11606,11606,2012-10-02,INT70,0,0,0
1,11606,11606,2013-01-08,INT90,0,0,0
1,11606,11606,2013-02-26,PMT,-3799.70611510602,6332.8435251767,0
1,11607,11607,2011-11-06,RPT,2953.36281866459,0,0
1,11607,11607,2012-06-30,RES,0,0,0
1,11607,11607,2013-06-30,RES,0,0,0
1,11607,11607,2013-09-25,INT40,0,0,0
1,11607,11607,2014-06-30,RES,0,0,0
1,11607,11607,2015-02-23,INT70,0,0,0
1,11607,11607,2015-06-30,RES,0,0,0
1,11607,11607,2016-02-03,INT90,0,0,0
1,11607,11607,2016-06-30,RES,1694.49620490163,0,0
1,11607,11607,2016-07-24,PMT,-4647.85902356622,4922.27136444098,0
1,11608,11608,2011-12-29,RPT,2402.37188249102,0,0
1,11608,11608,2012-06-30,RES,0,0,0
1,11608,11608,2012-10-06,INT40,0,0,0
1,11608,11608,2013-05-05,INT70,0,0,0
1,11608,11608,2013-06-30,RES,0,0,0
1,11608,11608,2013-09-23,INT90,0,0,0
1,11608,11608,2013-12-02,PMT,-2402.37188249102,4003.95313748503,0
1,11609,11609,2011-04-18,RPT,3486.19783446499,0,0
1,11609,11609,2011-06-30,RES,0,0,0
1,11609,11609,2012-03-25,INT40,0,0,0
1,11609,11609,2012-06-30,RES,0,0,0
1,11609,11609,2012-12-07,INT70,0,0,0
1,11609,11609,2013-05-27,INT90,0,0,0
1,11609,11609,2013-06-30,RES,912.276068831962,0,0
1,11609,11609,2013-08-21,PMT,-4398.47390329695,5810.32972410832,0
1,1161,1161,2003-01-11,RPT,2999.2180965693,0,0
1,1161,1161,2003-06-30,RES,0,0,0
1,1161,1161,2004-06-30,RES,0,0,0
1,1161,1161,2005-06-15,INT40,0,0,0
1,1161,1161,2005-06-30,RES,0,0,0
1,1161,1161,2006-06-30,RES,0,0,0
1,1161,1161,2007-04-11,INT70,0,0,0
1,1161,1161,2007-06-30,RES,0,0,0
1,1161,1161,2008-06-27,INT90,0,0,0
1,1161,1161,2008-06-30,RES,0,0,0
1,1161,1161,2009-02-04,PMT,-2999.2180965693,4998.6968276155,0
1,11610,11610,2011-04-12,RPT,3648.78222827369,0,0
1,11610,11610,2011-06-30,RES,0,0,0
1,11610,11610,2011-09-03,INT40,0,0,0
1,11610,11610,2011-12-20,INT70,0,0,0
1,11610,11610,2012-03-01,INT90,0,0,0
1,11610,11610,2012-04-06,PMT,-3648.78222827369,6081.30371378949,0
1,11611,11611,2010-10-16,RPT,2210.31467601126,0,0
1,11611,11611,2011-06-30,RES,0,0,0
1,11611,11611,2011-07-03,INT40,0,0,0
1,11611,11611,2012-01-13,INT70,0,0,0
1,11611,11611,2012-05-22,INT90,0,0,0
1,11611,11611,2012-06-30,RES,883.217677420009,0,0
1,11611,11611,2012-07-26,PMT,-3093.53235343127,3683.8577933521,0
1,11612,11612,2010-09-29,RPT,3943.48664389046,0,0
1,11612,11612,2011-06-30,RES,0,0,0
1,11612,11612,2012-06-30,RES,0,0,0
1,11612,11612,2013-06-30,RES,0,0,0
1,11612,11612,2013-07-11,INT40,0,0,0
1,11612,11612,2014-06-30,RES,0,0,0
1,11612,11612,2015-06-30,RES,0,0,0
1,11612,11612,2015-08-12,INT70,0,0,0
1,11612,11612,2016-06-30,RES,0,0,0
1,11612,11612,2017-01-01,INT90,0,0,0
1,11612,11612,2017-06-30,RES,1863.06455616872,0,0
1,11612,11612,2017-09-12,PMT,-5806.55120005918,6572.47773981743,0
1,11613,11613,2010-10-11,RPT,3221.0409849274,0,0
1,11613,11613,2011-06-30,RES,0,0,0
1,11613,11613,2012-05-18,INT40,0,0,0
1,11613,11613,2012-06-30,RES,0,0,0
1,11613,11613,2013-06-30,RES,0,0,0
1,11613,11613,2013-07-30,INT70,0,0,0
1,11613,11613,2014-05-19,INT90,0,0,0
1,11613,11613,2014-06-30,RES,619.826400200347,0,0
1,11613,11613,2014-10-12,PMT,-3840.86738512775,5368.40164154567,0
1,11614,11614,2011-01-14,RPT,3612.19997435339,0,0
1,11614,11614,2011-06-30,RES,0,0,0
1,11614,11614,2011-08-30,INT40,0,0,0
1,11614,11614,2012-02-17,INT70,0,0,0
1,11614,11614,2012-06-10,INT90,0,0,0
1,11614,11614,2012-06-30,RES,844.959058328278,0,0
